"UID_ANONYM_COVID","coco5_q04","coco5_q06_1","coco5_q06_10","coco5_q06_2","coco5_q06_3","coco5_q06_4","coco5_q06_5","coco5_q06_6","coco5_q06_7","coco5_q06_8","coco5_q06_9","coco5_q07_1","coco5_q07_2","coco5_q07_3","coco5_q09","coco5_q10","coco5_q16","coco5_q17","coco5_q18","coco5_q19","coco5_q20","coco5_q21","coco5_q25_a","coco5_q37","coco5_q38_modifie","coco5_q64_modifie","coco5_q68","coco5_q79","coco5_q156","coco5_q157_1","coco5_q157_2","coco5_q157_3","coco5_q157_4","coco5_q157_5","coco5_q157_6","coco5_q157_7","coco5_q157_8","coco5_social_policy_DO","coco5_q158","coco5_q159","coco5_q160_1","coco5_q160_2","coco5_q160_3","coco5_q160_4","coco5_q160_5","coco5_q160_6","coco5_q160_7","coco5_q160_8","coco5_q161_1","coco5_q161_2","coco5_q161_3","coco5_q161_4","coco5_q161_5","coco5_q161_6","coco5_q162_1","coco5_q162_2","coco5_q162_3","coco5_q162_4","coco5_q162_5","coco5_q162_6","coco5_q162_7","coco5_q163_1","coco5_q163_2","coco5_q163_3","coco5_q163_4","coco5_q163_5","coco5_q163_6","coco5_q163_7","coco5_q163_8","coco5_q163_9","coco5_q164","coco5_q165_1","coco5_q165_2","coco5_q166","coco5_q167","coco5_q168","coco5_q169_1","coco5_q169_2","coco5_q169_3","coco5_q169_4","coco5_q169_5","coco5_q169_6","coco5_q169_7","coco5_q169_8","coco5_q169_9","coco5_q170_1","coco5_q170_2","coco5_q170_3","coco5_q170_4","coco5_q170_5","coco5_q171","coco5_q172","coco5_q173_1","coco5_q173_2","coco5_q173_3","coco5_q173_4","coco5_FL_26_DO_exp","coco5_q178_a_1","coco5_q178_a_2","coco5_q178_a_3","coco5_q178_a_4","coco5_q178_b_1","coco5_q178_b_2","coco5_q178_b_3","coco5_q178_b_4","coco5_q179_a_1","coco5_q179_a_2","coco5_q179_a_3","coco5_q179_a_4","coco5_q179_a_5","coco5_q179_a_6","coco5_q179_b_1","coco5_q179_b_2","coco5_q179_b_3","coco5_q179_b_4","coco5_q179_b_5","coco5_q179_b_6","coco5_q180_c","coco5_q181_c","coco5_q182_c","coco5_q183","coco5_q184","coco5_q185","coco5_q186","coco5_q187","coco5_SWB","ea17_SWB","ea18_SWB","ea19_SWB","coco5_POIDS_INIT","coco5_PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","coco5_POIDS","coco5_PDSPLT","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
112,2,2,2,2,2,1,1,2,2,2,2,1,2,2,3,6666,3,2,5,2,5,2,3,6,3,9,2,1,2,3,1,2,3,4,2,2,3,2,6666,1,3,3,2,2,3,1,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,1,4,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,3,3,2,3,2,6666,6666,6666,6666,1,1,2,2,6666,6666,6666,6666,6666,6666,9999,6,6,1,9999,6,4,3,2,4,3,2,1,3,0.19060918123194,0.347126885529238,0.348079309140029,0.348079309140029,0.251488745,"0,402513781",1,1,3,3,4,2,0.331210992040401,"0,377335654465678",1,9,1,1,6,2,6,3,1,3,2,4,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,1,2,1,6,6,1,1,6,66,66,6,9,6,6,2,1,2,6,6,5,6,66,1,4,4,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,11,8,1,1,1,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,8,3,2,2,2,2,2,2,2,1,2,1,1,3,5,3,3,32,3,4,3,2019,2,112,7,0
322,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,5,2,3,3,6,1,5,2,6,7,4,4,3,3,4,4,4,4,2,6666,2,4,3,3,2,4,3,4,2,2,2,2,2,2,2,1,1,1,1,1,2,2,3,3,3,3,3,3,4,2,4,3,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,3,3,3,3,1,4,1,1,2,6666,6666,6666,6666,4,3,2,4,3,3,6666,6666,6666,6666,6666,6666,6,4,8,4,2,2,1,3,0.698400076843689,0.661633839180822,0.665099218958483,9999,0.042743408,"0,524529641",1,1,3,3,4,1,0.0520087641504249,"0,380128547901543",1,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,2,5,6,6,1,1,6,66,3,66,7,4,6,4,3,2,6,6,2,6,66,1,4,4,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,12,7,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,1,1,1,2,1,3,7,2,5,46,4,4,4,2018,1,111,10,8
1379,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,4,2,5,2,4,6,2,4,9,1,10,8,3,3,3,3,3,3,3,3,1,1,6666,4,2,2,3,4,2,3,2,2,2,2,2,1,2,1,1,2,1,2,2,2,3,2,4,3,3,3,4,4,4,2,2,3,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,3,4,2,6666,6666,6666,6666,2,1,1,3,6666,6666,6666,6666,6666,6666,2,2,2,6,4,2,7,7,5,3,3,2,1,6,0.790582892601556,0.773547698110143,0.832648305725895,0.832648305725895,0.142971688,"0,433176277",2,1,5,5,3,2,0.0699980820995364,"0,251243485735245",2,12,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,3,2,66,6,6,1,1,6,66,66,5,5,6,6,1,1,1,2,1,1,6,66,2,4,5,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,9,8,2,1,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,3,1,4,2,2,1,2,2,1,2,1,3,8,2,3,51,5,666,1,2019,2,111,8,6
327,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,3,1,0,4,3,3,7,5,3,4,3,4,3,2,2,2,1,1,6666,4,3,2,3,2,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,6666,6666,2,2,3,1,9999,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,3,2,4,1,2,1,2,2,6666,6666,6666,6666,4,4,3,5,1,2,6666,6666,6666,6666,6666,6666,4,2,2,3,5,2,1,3,0.691865474433946,0.473096945038332,0.478148582212942,0.698904918718311,0.035905221,"0,294825446",2,2,6,6,3,7,0.0302560787473423,"0,159802945552977",2,13,2,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,1,4,2,2,2,2,6,5,6,9,6,2,6,6,6,66,5,66,11,3,6,1,1,1,1,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,9,1,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,1,2,1,2,9,3,3,36,3,2,1,2019,7,112,9,4
564,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,2,4,3,4,3,3,6,1,7,3,5,4,3,3,3,3,3,2,2,3,2,6666,1,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,2,2,3,3,3,3,2,2,3,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,3,2,6666,6666,6666,6666,2,2,3,2,6666,6666,6666,6666,6666,6666,5,5,9999,3,6,6,3,3,2,2,2,2,2,6,0.352501644844937,0.374105814052068,0.425638740099425,0.371657051520128,0.119488819,"0,749357249",2,1,2,2,3,2,0.159994578992289,"1,44277733061797",2,6,1,1,6,2,6,2,1,2,2,5,1,6,6,6,6,6,9,3,2,7,6,6,1,1,1,5,2,5,6,6,1,1,6,66,6,66,5,2,6,4,3,2,6,6,2,6,66,1,5,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,10,4,2,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,4,5,3,4,54,5,6,4,2019,2,111,7,5
410,3,2,2,2,1,2,2,2,1,2,1,1,2,2,3,6666,3,4,3,4,3,3,1,6,3,2,2,5,8,4,4,3,3,3,4,4,3,1,2,6666,3,1,1,3,2,1,3,2,2,2,1,1,1,2,2,2,1,1,2,2,2,4,4,3,4,4,3,4,5,3,2,3,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,3,3,3,2,2,6666,6666,6666,6666,3,2,2,2,6666,6666,6666,6666,6666,6666,2,2,2,3,2,1,6,4,5,4,4,2,1,5,0.594498598541559,0.444506504822068,0.391040031472754,0.391040031472754,2.034310019,"1,514061423",1,1,1,2,3,6,3.28869634153642,"13,6153563677628",1,12,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,3,9,6,6,1,1,1,1,2,2,6,6,1,1,6,66,66,6,9,6,6,2,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,12,10,1,1,1,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,1,2,2,3,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,5,4,5,32,3,5,3,2019,6,111,9,7
202,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,3,4,2,6,0,4,5,2,5,5,3,4,3,3,3,3,3,3,2,6666,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,3,4,6666,6666,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,3,2,6666,6666,6666,6666,4,1,1,2,6666,6666,6666,6666,6666,6666,6,5,5,3,6,6,3,2,3,3,5,2,2,1,0.481942816451194,0.382866538762128,0.654155283928812,0.575746446247342,1.553853873,"2,451622899",2,1,6,6,1,8,1.64172061702641,"3,10137278744239",2,14,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,5,1,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,6,66,6,2,6,1,1,1,1,1,3,1,5,2,2,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,6,4,1,2,2,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,1,2,3,4,1,1,4,2,1,2,2,2,1,1,1,3,5,3,3,54,5,666,1,2019,8,111,6,5
1181,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,2,4,4,4,4,3,2,6,1,8,2,8,6,3,3,2,3,3,2,2,3,2,6666,2,4,4,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,4,2,3,9999,9999,9999,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,3,3,3,3,1,2,2,2,3,6666,6666,6666,6666,5,6,1,4,2,4,6666,6666,6666,6666,6666,6666,4,4,4,3,5,2,1,6,0.484814343770064,0.335586267526614,0.589729675450976,0.651920690859971,0.637232595,"0,863541277",2,1,2,2,3,4,0.752705071899275,"1,17847321378241",2,5,1,1,6,2,6,2,1,2,2,3,1,6,6,6,6,6,10,4,2,6,6,6,1,1,1,5,2,5,6,6,1,1,6,66,3,66,1,3,6,2,1,2,6,6,1,6,66,3,4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,8,2,1,2,1,2,1,2,4,1,2,1,2,2,2,2,2,2,2,4,2,3,2,3,2,2,1,1,2,1,1,4,2,1,2,2,2,1,2,2,3,5,3,5,47,4,6,3,2019,4,111,3,4
1034,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,5,2,4,2,3,6,6,1,3,3,8,9,4,3,4,4,2,2,3,3,2,6666,2,4,3,2,4,3,2,4,2,2,1,1,2,1,3,2,1,1,2,2,1,2,3,4,4,3,3,2,3,4,4,1,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,3,3,3,2,1,1,3,2,1,6666,6666,6666,6666,5,5,1,3,3,9999,6666,6666,6666,6666,6666,6666,6,5,6,4,3,1,1,2,0.769723875493002,0.671073507588425,0.742616695415817,0.632537710907345,0.035905221,"0,306206815",2,1,3,3,4,4,0.0326527908045365,"0,250899281099474",2,9,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,11,2,6,1,1,2,6,6,2,6,66,2,2,4,5,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,9,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,3,2,1,2,1,1,3,4,4,4,3,1,2,2,2,1,1,2,1,2,5,2,2,36,3,666,1,2019,4,111,8,7
1668,1,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,3,4,2,4,2,4,3,6,3,4,2,7,6,3,4,3,4,4,3,3,3,2,6666,1,4,3,3,4,3,3,4,3,2,2,2,2,1,2,1,2,1,1,2,2,2,4,4,4,4,3,2,2,3,3,4,2,3,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,3,3,3,2,6666,6666,6666,6666,3,3,2,2,6666,6666,6666,6666,6666,6666,2,2,5,5,4,1,5,5,5,5,3,2,2,2,0.733998782345307,0.366277657337899,0.622138496625757,0.564012941244439,0.165784907,"0,403719305",2,1,3,3,3,7,0.193052421818745,"0,556160438420934",2,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,10,4,3,8,6,6,1,1,1,5,2,5,6,6,1,1,6,66,4,66,6,3,6,4,3,2,6,6,2,6,66,1,5,4,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,11,5,1,1,1,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,2,3,4,2,1,2,1,2,3,2,2,2,2,2,2,2,1,2,1,1,2,3,5,1,1,46,4,6,4,2019,7,112,8,0
412,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,4,2,4,2,3,1,0,4,7,2,5,8,3,4,3,4,4,4,4,4,2,6666,2,4,1,2,4,2,2,4,2,1,2,1,2,1,1,2,2,1,2,1,1,2,4,4,4,4,4,4,4,6666,6666,3,3,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,3,2,3,3,1,3,2,2,2,6666,6666,6666,6666,2,2,3,3,3,3,6666,6666,6666,6666,6666,6666,5,4,4,4,5,2,1,3,0.731859581158563,0.79292217224937,0.847768433157537,0.74464495486796,0.427350415,"1,055304299",1,1,6,6,3,2,0.277873154765327,"0,524132858566316",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,9,3,3,8,2,2,2,2,6,5,6,5,6,6,6,6,6,66,3,66,8,4,6,1,1,1,2,1,1,6,66,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,8,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,3,2,1,1,2,3,2,2,1,2,2,2,1,2,1,2,1,2,3,2,1,47,4,5,1,2019,7,221,1,3
1594,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,2,4,3,4,4,2,6,6,1,6,2,5,3,3,4,3,3,3,3,3,3,1,2,6666,4,2,2,3,2,1,4,2,1,3,2,2,2,2,2,2,2,2,1,2,2,3,4,3,2,2,3,4,4,2,3,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,2,3,2,6666,6666,6666,6666,1,2,2,2,6666,6666,6666,6666,6666,6666,2,1,1,2,1,2,3,4,9999,3,2,3,1,2,0.497819993658951,0.500299575891728,0.517588565266074,0.661515204036436,0.098055545,"0,77040211",1,1,4,4,1,2,0.176737158896757,"1,05515372388059",1,10,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,4,1,6,66,6,6,1,6,66,2,1,66,6,6,1,1,6,66,66,4,1,6,6,1,1,1,1,2,2,6,66,1,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,5,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,5,3,1,51,5,666,1,2019,2,120,0,0
1274,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,3,3,3,3,6,2,7,2,5,7,4,4,3,3,4,3,3,3,1,1,6666,4,3,3,4,4,4,4,3,3,3,1,1,1,1,2,2,1,2,1,2,2,3,4,4,2,2,4,2,3,3,3,2,9999,9999,9999,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,2,2,1,6666,6666,6666,6666,1,1,1,6,1,1,6666,6666,6666,6666,6666,6666,3,3,3,3,2,2,1,1,0.558267954809555,0.5513257925225,0.661515204036436,0.753102569816418,0.118594054,"0,447668995",1,1,3,3,4,6,0.147606469896577,"0,285227356765419",1,8,1,1,6,2,6,4,1,1,2,99,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,1,6,6,1,1,6,66,5,66,1,4,6,5,4,1,3,4,2,6,66,1,5,5,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,10,3,2,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,3,5,2,4,36,3,4,4,2019,6,112,6,0
1418,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,2,3,2,6,1,3,3,7,8,3,3,2,3,3,3,3,3,2,6666,2,3,2,2,3,2,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,3,2,2,2,2,2,2,2,2,3,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,3,4,2,6666,6666,6666,6666,2,1,1,1,6666,6666,6666,6666,6666,6666,6,9999,9999,9999,9999,9999,4,4,4,2,2,3,2,3,0.803915705940003,0.58211620979859,0.577095868100548,0.593753180976591,0.3545543,"0,957835668",2,1,4,4,1,6,0.472740066743441,"1,09948069116895",2,11,1,9,6,2,6,4,1,1,2,6,1,6,6,6,6,6,5,1,1,1,6,6,1,1,1,1,2,5,6,6,2,2,3,3,66,88,9,6,6,4,1,2,6,6,2,6,66,1,4,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,10,3,1,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,2,2,3,2,3,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,3,4,2,3,51,5,6,4,2019,6,400,0,0
706,1,2,2,2,2,2,2,2,1,2,1,1,2,2,3,6666,2,3,3,4,3,3,3,6,3,4,2,5,7,2,4,2,3,4,3,3,1,2,6666,1,3,1,1,3,3,3,2,3,2,1,1,2,1,1,1,1,1,1,2,2,2,3,4,4,4,3,2,5,4,4,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,3,4,1,4,3,1,1,6666,6666,6666,6666,1,1,1,2,1,3,6666,6666,6666,6666,6666,6666,6,4,7,3,4,2,1,1,0.529765735081383,0.542066368349397,0.43181980747698,0.525348772590092,0.120196153,"0,887232597",2,1,4,4,4,1,0.0827575698202125,"0,64825767327842",2,10,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,11,4,6,2,2,2,6,6,3,2,4,2,3,4,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,12,9,1,1,2,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,2,1,2,2,2,2,2,3,2,1,4,1,2,2,1,2,1,2,1,3,3,2,2,36,3,666,2,2019,1,111,10,8
1051,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,2,4,2,2,6,0,4,3,3,8,7,3,4,2,3,4,1,2,3,2,6666,1,4,2,1,3,2,1,4,1,3,3,1,2,1,2,2,2,1,1,2,2,2,4,4,4,4,4,4,4,6666,6666,1,2,3,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,3,3,2,1,2,1,1,1,6666,6666,6666,6666,4,7,3,4,3,2,6666,6666,6666,6666,6666,6666,8,6,7,6,5,1,1,5,0.616957322141888,0.70176489739971,9999,0.608959968527246,0.579698481,"1,029296456",1,1,5,5,4,1,0.353695575523274,"0,308063592758363",1,12,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,1,2,1,6,6,1,1,6,66,66,6,9,6,6,3,1,2,6,6,3,2,5,2,5,4,4,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,13,10,1,1,1,1,2,1,1,5,2,6,6,6,6,6,6,6,6,6,2,2,3,1,1,2,1,2,2,4,2,3,2,2,2,2,1,1,2,1,1,1,2,2,3,41,4,4,4,2019,1,111,10,8
1631,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,3,4,3,3,3,2,4,0,4,7,4,5,7,3,3,5,3,3,1,1,2,2,6666,1,4,1,2,3,3,2,4,1,2,2,1,1,1,1,2,1,2,1,2,1,2,4,3,3,3,3,3,4,6666,6666,2,1,3,2,9999,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,3,1,4,1,1,1,6666,6666,6666,6666,5,5,2,1,6,6,6666,6666,6666,6666,6666,6666,7,3,1,4,5,2,1,4,0.521936923175811,0.567867653711642,0.611796367978123,0.608307954298479,0.51008882,"1,055304299",1,1,6,6,3,2,0.331671585305289,"0,524132858566316",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,9,3,3,8,2,2,2,2,6,5,6,5,6,6,6,6,6,66,5,66,11,4,6,1,1,1,2,1,5,6,66,1,4,5,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,12,10,2,1,1,2,2,1,1,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,3,1,2,3,2,1,1,2,2,2,1,2,2,2,2,1,1,2,3,3,4,36,3,3,1,2019,2,120,0,0
763,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,1,0,4,2,3,5,8,3,3,2,3,3,2,2,3,1,2,6666,3,2,2,4,4,2,4,2,1,1,1,1,1,1,2,1,1,1,2,1,2,4,3,4,3,3,3,4,6666,6666,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,3,2,3,1,3,1,1,1,6666,6666,6666,6666,2,1,2,6,1,1,6666,6666,6666,6666,6666,6666,3,5,3,3,5,2,2,3,0.731859581158563,0.824335963854263,0.74464495486796,0.725261974915334,0.122124024,"1,035607929",1,1,4,4,2,5,0.134110170897281,"1,43838155648961",1,10,1,1,6,2,6,4,1,1,2,6,6,6,6,6,1,6,6,2,4,10,2,6,2,1,1,9,6,6,1,6,6,6,6,66,66,66,1,6,1,2,1,1,2,1,1,6,66,1,5,5,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,8,4,2,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,5,36,3,5,3,2019,5,221,1,2
400,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,3,6,6,1,9,3,5,7,4,4,4,4,3,3,3,3,1,2,6666,5,1,3,3,2,2,3,1,3,2,2,2,3,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,4,3,2,2,3,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,2,6666,6666,6666,6666,4,1,1,2,6666,6666,6666,6666,6666,6666,6,9999,4,9999,9999,9999,4,2,5,4,3,2,1,1,0.860499816196252,0.470986733881855,0.646395076604794,0.834589905059025,0.493019084,"0,837678269",1,1,3,3,1,2,1.22924180454042,"1,40325647403466",1,9,1,1,6,2,6,3,3,6,6,66,1,6,6,6,6,6,1,1,6,66,6,6,1,6,66,2,2,66,6,6,1,1,6,66,66,4,4,6,6,1,1,1,2,1,5,6,66,2,3,4,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,6,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,3,3,2,2,2,2,2,2,3,1,1,4,2,2,2,1,2,2,1,2,2,7,3,5,51,5,666,1,2019,2,111,8,7
