"UID_ANONYM_COVID","coco5_q04","coco5_q06_1","coco5_q06_10","coco5_q06_2","coco5_q06_3","coco5_q06_4","coco5_q06_5","coco5_q06_6","coco5_q06_7","coco5_q06_8","coco5_q06_9","coco5_q07_1","coco5_q07_2","coco5_q07_3","coco5_q09","coco5_q10","coco5_q16","coco5_q17","coco5_q18","coco5_q19","coco5_q20","coco5_q21","coco5_q25_a","coco5_q37","coco5_q38_modifie","coco5_q64_modifie","coco5_q68","coco5_q79","coco5_q156","coco5_q157_1","coco5_q157_2","coco5_q157_3","coco5_q157_4","coco5_q157_5","coco5_q157_6","coco5_q157_7","coco5_q157_8","coco5_social_policy_DO","coco5_q158","coco5_q159","coco5_q160_1","coco5_q160_2","coco5_q160_3","coco5_q160_4","coco5_q160_5","coco5_q160_6","coco5_q160_7","coco5_q160_8","coco5_q161_1","coco5_q161_2","coco5_q161_3","coco5_q161_4","coco5_q161_5","coco5_q161_6","coco5_q162_1","coco5_q162_2","coco5_q162_3","coco5_q162_4","coco5_q162_5","coco5_q162_6","coco5_q162_7","coco5_q163_1","coco5_q163_2","coco5_q163_3","coco5_q163_4","coco5_q163_5","coco5_q163_6","coco5_q163_7","coco5_q163_8","coco5_q163_9","coco5_q164","coco5_q165_1","coco5_q165_2","coco5_q166","coco5_q167","coco5_q168","coco5_q169_1","coco5_q169_2","coco5_q169_3","coco5_q169_4","coco5_q169_5","coco5_q169_6","coco5_q169_7","coco5_q169_8","coco5_q169_9","coco5_q170_1","coco5_q170_2","coco5_q170_3","coco5_q170_4","coco5_q170_5","coco5_q171","coco5_q172","coco5_q173_1","coco5_q173_2","coco5_q173_3","coco5_q173_4","coco5_FL_26_DO_exp","coco5_q178_a_1","coco5_q178_a_2","coco5_q178_a_3","coco5_q178_a_4","coco5_q178_b_1","coco5_q178_b_2","coco5_q178_b_3","coco5_q178_b_4","coco5_q179_a_1","coco5_q179_a_2","coco5_q179_a_3","coco5_q179_a_4","coco5_q179_a_5","coco5_q179_a_6","coco5_q179_b_1","coco5_q179_b_2","coco5_q179_b_3","coco5_q179_b_4","coco5_q179_b_5","coco5_q179_b_6","coco5_q180_c","coco5_q181_c","coco5_q182_c","coco5_q183","coco5_q184","coco5_q185","coco5_q186","coco5_q187","coco5_SWB","ea17_SWB","ea18_SWB","ea19_SWB","coco5_POIDS_INIT","coco5_PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","coco5_POIDS","coco5_PDSPLT","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
239,3,2,2,2,1,2,2,2,2,2,2,2,2,1,3,6666,4,5,2,5,2,3,6,2,4,5,4,6,6,4,4,4,4,3,2,2,3,1,2,6666,3,3,2,4,3,3,4,2,3,3,3,3,2,3,1,1,2,1,1,2,2,3,3,3,3,3,3,4,4,4,4,2,3,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,4,4,2,6666,6666,6666,6666,1,1,1,3,6666,6666,6666,6666,6666,6666,2,2,1,4,2,2,5,4,6,3,2,3,1,3,0.826307985749251,0.769132070578798,0.754239468044425,0.674693732134948,0.405047316,"NA",2,1,4,4,4,1,0.278883564055163,"NA",2,10,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,1,1,66,6,6,1,1,6,66,66,5,11,6,6,1,1,1,2,1,2,6,66,1,4,5,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,10,9,1,1,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,2,2,2,1,4,3,1,1,1,2,1,2,2,2,1,2,2,3,5,2,3,41,4,666,1,2019,1,112,10,0
871,2,1,2,2,2,2,2,2,1,2,2,2,2,1,3,6666,4,4,3,4,3,2,6,6,3,5,1,5,7,3,3,2,3,3,2,4,4,2,6666,2,3,3,3,4,4,3,3,3,3,4,3,2,3,2,2,2,2,1,2,1,2,3,3,3,2,1,3,2,2,3,2,2,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,1,2,3,2,1,6666,6666,6666,6666,5,5,3,3,4,3,6666,6666,6666,6666,6666,6666,8888,8888,8888,3,2,3,1,1,0.620036125200324,0.384976749918605,0.528848878508015,0.5606263188157,1.42001677,"NA",2,1,4,4,1,3,2.1354771077573,"NA",2,11,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,5,1,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,3,11,6,6,1,1,1,2,1,3,1,5,1,6,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,9,1,1,2,1,2,2,2,1,2,6,6,6,6,6,6,6,6,6,1,2,3,2,3,2,2,2,2,5,2,1,2,2,1,2,2,2,1,2,1,2,5,3,1,41,4,666,1,2019,3,111,9,7
488,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,2,3,2,0,4,8,2,5,8,3,3,3,3,2,2,3,3,2,6666,2,5,4,3,2,2,3,4,3,4,4,1,1,1,1,2,2,2,2,2,2,1,3,3,3,3,3,3,3,6666,6666,2,1,9999,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,3,3,3,2,6666,6666,6666,6666,2,1,1,1,6666,6666,6666,6666,6666,6666,3,1,2,5,2,1,6,2,2,6,5,1,1,5,0.790077342017248,0.79292217224937,0.898818121043553,0.887892756039385,0.852652382,"NA",1,1,5,5,3,6,0.50400720353969,"NA",1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,10,4,2,7,2,6,2,1,1,4,6,6,6,6,6,6,6,66,66,6,1,6,6,2,1,1,3,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,13,10,1,1,1,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,2,3,4,1,1,1,1,1,3,3,2,2,1,2,2,1,1,2,2,1,1,1,5,1,1,36,3,5,3,2019,6,111,9,7
458,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,1,3,1,0,4,1,3,5,10,2,3,3,3,3,2,2,3,1,2,6666,4,2,2,3,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,3,3,3,4,6666,6666,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,3,2,3,1,1,2,3,2,6666,6666,6666,6666,2,1,1,9999,1,1,6666,6666,6666,6666,6666,6666,3,6,2,4,5,2,2,1,0.97750733228901,0.62356027246089,0.497627163407971,0.846308278930036,0.450428942,"NA",2,1,5,5,4,6,0.220047529325114,"NA",2,12,1,1,6,2,6,7,3,6,6,66,3,6,3,6,6,6,9,3,6,66,1,6,1,6,66,6,2,66,6,6,1,2,5,6,6,66,11,1,6,1,1,1,2,1,3,2,4,1,4,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,6,4,1,2,2,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,1,4,4,1,2,1,1,1,3,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,61,6,666,1,2019,6,300,0,0
1533,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,4,3,4,2,3,2,6,2,3,2,7,7,3,4,4,3,4,3,3,2,1,1,6666,3,2,2,3,3,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,4,3,3,2,2,1,3,4,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,2,2,6666,6666,6666,6666,2,2,2,2,6666,6666,6666,6666,6666,6666,1,1,1,4,3,1,3,3,3,3,4,3,2,3,0.682522899635931,0.79292217224937,0.61392916979606,0.682453939458966,0.816488215,"NA",2,1,2,2,4,6,1.09089269221795,"NA",2,6,1,1,6,2,6,3,1,3,2,4,1,6,6,6,6,6,10,4,3,8,6,6,1,1,1,5,2,5,6,6,1,1,6,66,6,66,7,4,6,3,2,2,6,6,1,6,66,1,5,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,9,1,1,1,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,2,3,3,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,3,4,2,5,46,4,4,4,2019,6,400,0,0
771,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,3,3,5,3,2,6,4,3,9,4,5,1,1,3,1,2,5,1,1,2,1,1,6666,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,1,1,1,2,2,2,3,3,3,2,2,3,3,3,3,4,2,4,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,4,1,1,3,2,6666,6666,6666,6666,1,1,3,1,6666,6666,6666,6666,6666,6666,5,5,7,2,2,2,4,4,8888,3,1,2,1,2,0.495473516732641,0.049489509856795,0.244429680127872,0.339792951093431,1.338349031,"NA",1,1,2,2,3,1,2.11514884790656,"NA",1,6,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,4,66,8,4,6,1,1,2,6,6,5,6,66,2,2,4,4,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,7,1,1,1,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,3,1,2,2,4,2,2,4,2,1,1,1,2,1,1,2,2,2,2,1,1,3,5,3,4,47,4,666,1,2019,1,111,10,8
264,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,3,3,0,4,5,2,9,8,3,3,3,4,4,4,4,3,1,2,6666,4,3,3,2,2,2,3,2,2,3,1,1,4,2,2,2,1,1,2,2,2,3,4,3,3,3,3,3,6666,6666,4,3,3,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,3,3,3,2,6666,6666,6666,6666,2,3,2,1,6666,6666,6666,6666,6666,6666,2,1,1,4,1,1,5,3,5,5,4,1,1,3,0.937513225564393,0.798534678492018,0.919072516637367,0.893508469307187,1.049064137,"NA",1,1,5,5,3,6,0.620107200994307,"NA",1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,10,4,1,5,2,6,2,7,77,4,6,66,6,6,6,6,6,66,66,4,2,6,6,2,1,1,2,1,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,7,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,2,3,3,3,2,1,2,2,2,1,1,2,1,1,3,7,1,2,48,4,666,3,2019,6,111,8,6
1633,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,4,1,0,4,1,4,5,8,2,4,2,4,4,1,1,3,1,2,6666,4,2,1,4,2,2,3,2,1,1,1,1,1,1,2,2,1,1,2,2,2,4,3,4,4,3,3,3,6666,6666,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,3,3,4,1,4,1,1,4,6666,6666,6666,6666,7,7,2,5,2,2,6666,6666,6666,6666,6666,6666,5,8888,8888,5,5,1,1,4,0.946167529352628,0.744030389320422,0.731466426769448,0.785448115348745,1.556510325,"NA",1,1,6,6,1,4,1.78463149617205,"NA",1,14,1,1,6,2,6,2,1,2,2,5,6,6,6,6,6,1,5,1,2,7,1,2,1,2,6,5,1,5,6,6,1,2,5,6,5,66,1,1,6,2,1,1,3,1,1,6,66,1,4,4,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,12,10,1,1,2,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,1,8,4,1,1,1,2,2,4,2,5,5,3,2,2,2,1,1,2,1,2,2,2,3,4,36,3,5,3,2019,4,112,7,0
1143,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,5,3,3,6,0,4,3,2,5,8,3,4,3,3,3,3,3,3,1,2,6666,4,2,1,3,4,2,4,3,2,1,2,2,2,2,2,2,1,1,2,2,2,4,4,4,4,3,3,4,6666,6666,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,4,3,3,1,3,2,1,1,6666,6666,6666,6666,2,3,2,5,2,3,6666,6666,6666,6666,6666,6666,4,6,8888,4,5,2,1,4,0.741934482088704,0.696041252419583,0.652576143982349,0.659573604703306,1.011891467,"NA",2,1,6,7,3,7,1.35638688968091,"NA",2,14,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,7,6,66,6,6,6,6,6,66,66,66,5,6,6,1,1,1,3,1,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,8,1,1,2,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,1,2,2,6,3,1,2,1,2,2,2,2,1,1,4,1,3,7,2,3,54,5,666,1,2019,7,111,8,6
300,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,2,4,2,3,2,5,4,7,2,5,4,2,3,3,3,3,3,3,3,2,6666,2,4,2,2,2,4,3,4,3,1,1,1,1,1,1,2,1,1,1,2,1,2,3,3,2,2,2,3,4,3,3,2,2,3,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,1,3,2,2,3,1,3,1,2,2,6666,6666,6666,6666,3,2,5,6,3,2,6666,6666,6666,6666,6666,6666,3,2,2,3,5,2,1,6,0.697667750711562,0.618645945466501,0.631840303282905,0.608959968527246,3.300974926,"NA",2,3,1,1,1,1,19.0477976977901,"NA",2,4,1,1,6,2,6,1,2,3,2,2,4,1,6,6,6,6,10,4,6,66,2,6,2,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,4,1,2,6,6,3,1,5,2,4,5,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,10,3,2,1,1,3,3,3,1,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,2,3,1,2,5,2,2,2,1,2,1,2,1,3,5,2,2,666,666,666,4,2019,1,111,10,8
233,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,2,6,1,2,2,5,9,3,4,5,4,4,4,4,4,1,1,6666,4,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,4,3,4,4,3,4,2,3,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,3,3,3,3,1,2,2,1,1,6666,6666,6666,6666,2,2,2,9999,2,3,6666,6666,6666,6666,6666,6666,6,8,6,4,5,2,1,3,0.853984713594761,0.876041124182578,0.845826833824407,0.847768433157537,0.540897939,"NA",2,1,5,5,2,2,0.325501255507124,"NA",2,12,1,1,6,2,6,5,2,3,2,2,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,2,2,66,6,6,1,1,6,66,66,1,11,6,6,1,1,1,2,1,1,6,66,3,4,5,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,5,3,1,1,2,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,51,5,666,1,2019,2,120,0,2
1571,2,2,2,2,2,2,2,1,2,2,1,1,2,2,3,6666,3,5,2,4,3,3,3,5,4,8,3,7,5,3,3,3,4,3,1,2,2,2,6666,1,4,2,1,3,2,1,4,1,3,1,1,2,1,1,2,2,1,1,2,2,2,3,4,4,2,2,3,4,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,4,3,1,1,3,1,2,2,6666,6666,6666,6666,1,1,6,9999,1,9999,6666,6666,6666,6666,6666,6666,6,7,7,3,2,2,2,4,0.71589140484563,0.70176489739971,0.712083446816822,0.673996324510508,0.534725985,"NA",2,1,4,4,4,6,0.376602797125186,"NA",2,10,1,1,6,2,6,2,1,2,2,6,3,1,6,6,6,6,11,5,1,5,2,6,2,1,1,5,6,5,6,6,6,6,6,66,4,66,7,4,6,3,2,2,6,6,1,6,66,1,4,5,5,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,11,5,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,2,3,3,1,1,1,2,2,3,3,2,2,2,2,2,2,1,2,1,1,2,3,2,2,2,46,4,6,4,2019,6,111,9,7
580,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,3,1,0,4,2,4,5,8,3,4,3,3,4,2,2,3,1,2,6666,4,2,2,3,2,2,4,2,2,1,1,2,1,2,2,2,1,2,2,1,2,4,4,3,3,3,3,3,6666,6666,2,2,2,9999,9999,9999,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,3,3,2,6666,6666,6666,6666,4,1,1,1,6666,6666,6666,6666,6666,6666,5,9999,3,6,1,1,4,8888,3,4,5,1,1,6,0.888176544041761,9999,9999,9999,1.21327887,"NA",1,1,6,6,3,2,0.788902070487076,"NA",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,3,8,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,5,9,6,6,2,1,2,6,6,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,7,1,1,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,1,3,1,8,2,3,2,2,1,2,3,1,2,2,2,2,2,1,1,2,1,2,2,3,2,3,41,4,5,3,2019,2,300,0,1
1176,2,2,2,1,2,2,2,2,1,2,2,1,2,2,3,6666,5,5,2,4,2,4,2,6,2,5,2,5,8,3,3,3,4,4,1,3,4,1,2,6666,4,2,1,3,3,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,4,4,5,4,3,3,5,4,4,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,3,3,3,2,6666,6666,6666,6666,4,1,1,1,6666,6666,6666,6666,6666,6666,1,2,1,9999,1,6,7,8,8,5,4,1,1,6,0.846761840175238,0.579916232738765,0.665099218958483,0.577095868100548,0.523895105,"NA",1,1,4,4,4,8,0.517995977047826,"NA",1,9,1,3,6,2,6,2,1,2,2,6,1,6,6,2,6,6,11,5,4,10,6,2,1,2,3,5,1,2,6,6,1,1,6,66,5,66,1,3,6,3,2,2,6,6,2,6,66,1,7,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,12,9,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,4,2,3,36,3,5,4,2019,8,112,9,2
1349,3,2,2,2,1,2,2,2,2,2,2,2,2,1,3,6666,2,3,5,3,3,3,2,0,4,8,4,0,2,1,4,2,3,3,1,1,3,2,6666,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,3,2,2,2,4,6666,6666,2,1,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,6666,6666,6666,6666,4,1,1,3,6666,6666,6666,6666,6666,6666,7,2,6,3,7,6,4,7,2,3,3,3,2,1,0.353346636535852,0.649384355512873,0.46372586240574,0.566849340695317,0.98495412,"NA",1,1,4,4,2,5,1.08162473715393,"NA",1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,3,8,2,2,2,2,6,5,6,6,6,6,6,6,6,66,2,66,4,4,6,2,1,1,3,1,3,1,5,1,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,9,5,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,2,3,1,1,1,1,2,1,2,2,2,1,1,2,2,3,3,2,61,6,5,3,2019,5,112,8,1
926,3,1,2,2,2,1,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,3,2,6,0,4,10,2,5,4,3,4,3,3,3,3,3,3,2,6666,2,3,1,1,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,6666,6666,4,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,3,2,3,1,3,3,1,2,6666,6666,6666,6666,1,1,3,3,3,3,6666,6666,6666,6666,6666,6666,4,3,8888,4,3,2,1,1,0.463719162317126,0.370603518965897,0.497747524684378,0.478148582212942,1.125108318,"NA",2,1,6,6,1,6,1.08174766385788,"NA",2,14,1,1,6,2,6,5,3,6,6,66,6,6,6,6,6,6,5,1,6,66,1,6,1,6,66,5,2,66,6,6,1,2,5,7,6,66,9,1,6,1,1,1,3,1,3,2,4,1,3,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,77,99,3,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,4,2,3,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,4,3,3,1,41,4,666,1,2019,6,112,9,0
588,3,2,2,1,2,2,2,1,2,2,2,2,2,1,3,6666,3,3,3,3,3,3,2,6,1,4,2,10,3,3,3,2,3,3,3,3,3,2,6666,2,3,1,1,3,3,3,3,3,2,2,2,2,2,2,2,1,1,2,2,1,2,3,3,3,2,2,3,3,3,3,1,1,3,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,3,3,2,3,2,6666,6666,6666,6666,1,2,1,1,6666,6666,6666,6666,6666,6666,2,2,3,2,6,4,3,7,4,2,2,3,1,3,0.486211830028116,0.402241012901355,0.489289909735921,0.548797212570394,0.975656792,"NA",2,1,5,5,2,6,0.55486931005257,"NA",2,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,7,2,1,4,6,6,1,1,1,9,6,9,1,1,6,6,6,66,66,66,1,6,1,2,1,1,2,1,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,13,10,1,1,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,3,2,3,2,2,2,1,2,3,3,2,2,1,2,2,2,1,2,2,1,2,3,5,3,2,10,1,1,3,2019,6,112,9,0
72,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,2,2,3,3,2,6,2,8,3,7,3,2,3,3,4,4,1,1,3,2,6666,2,3,3,2,3,3,3,4,3,1,1,1,1,1,1,2,1,1,1,2,2,2,3,5,5,5,4,3,3,5,5,2,3,3,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,6666,6666,5,6,3,4,5,6,6,7,7,6,5,1,1,4,0.499317867818744,0.480345185519762,0.377957104616646,0.388203632021877,0.672779344,"NA",2,1,3,3,4,8,0.72027812919553,"NA",2,9,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,10,4,3,8,6,1,1,1,6,1,2,88,6,6,1,1,6,66,66,6,9,6,6,3,2,2,6,6,1,6,66,2,7,3,5,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,12,8,1,1,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,3,3,1,2,2,1,4,6,5,5,2,2,2,2,1,1,2,2,1,2,2,1,2,2,41,4,3,4,2019,8,112,9,2
25,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,1,4,4,5,4,7,2,7,4,3,3,5,5,5,4,4,2,2,6666,2,2,1,3,3,3,3,4,4,3,3,3,3,3,3,2,2,1,2,2,2,2,3,3,4,4,4,3,3,6666,6666,1,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3,3,3,3,1,4,2,1,1,6666,6666,6666,6666,5,6,3,6,2,6,6666,6666,6666,6666,6666,6666,8888,8888,8888,3,4,2,2,1,0.808184719516925,0.686102884548937,0.576595852969416,0.360602384116163,1.259816119,"NA",2,1,1,1,3,5,5.35069718156274,"NA",2,4,1,1,6,2,6,1,3,6,6,66,2,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,6,66,6,6,5,1,6,66,1,66,7,4,6,5,2,2,6,6,1,6,66,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,3,3,3,2,3,77,99,3,1,1,3,3,3,1,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,7,2,3,1,2,1,2,1,2,2,2,1,2,1,1,1,3,6,3,4,55,5,666,4,2019,5,112,8,2
