"UID_ea","ea19_A1","ea19_A2A_rec","ea19_A3_rec","ea19_A3B_rec","ea19_A3C_rec","ea19_A3D","ea19_A3E_rec","ea19_A4","ea19_A5","ea19_A5A","ea19_A5C","ea19_A5C_rec","ea19_B1","ea19_B1A","ea19_B1B","ea19_B5A","ea19_B5C","ea19_B25","ea19_B10A","ea19_B10AA","ea19_B11","ea19_B18C","ea19_B18_rec","ea19_B2_rec","ea19_B4_rec","ea19_B5_rec","ea19_B5B_rec","ea19_B6A_rec","ea19_B6B_rec","ea19_B7B_rec","ea19_B8_rec","ea19_B9_rec","ea19_PCS18","ea19_PCS6","ea19_B1CJT","ea19_B1ACJT","ea19_B1BCJT","ea19_B10ACJT","ea19_B2CJT_rec","ea19_B4CJT_rec","ea19_B11CJT","ea19_B18CJT_rec","ea19_B18CCJT","ea19_PCS6CJT","ea19_TYPMEN5","ea19_C1_rec","ea19_C1JEU","ea19_C8","ea19_C8A_rec","ea19_C8B_rec","ea19_D1_rec","ea19_D1A","ea19_D2","ea19_D3","ea19_D4_rec","ea19_D5_rec","ea19_D6","ea19_D7_1","ea19_D7_2","ea19_D7_3","ea19_D7_4","ea19_D7_5","ea19_D7_6","ea19_D7_7","ea19_D7_8","ea19_D7_9","ea19_D7_10","ea19_E1A","ea19_E1B","ea19_E1C","ea19_E1D","ea19_E1E","ea19_E1F","ea19_E1G","ea19_E1H","ea19_E1I","ea19_E1J","ea19_E2AUC","ea19_E2AUC_SOURCE","ea19_E2A_rec","ea19_E3A","ea19_E3B","ea19_E3C","ea19_E3D","ea19_E3E","ea19_E4","ea19_E5A","ea19_E5B_1","ea19_E5B_2","ea19_E5B_3","ea19_E5B_4","ea19_E5B_5","ea19_E5B_6","ea19_E5B_7","ea19_E5B_8","ea19_E5B_9","ea19_E5","ea19_F1_rec","ea19_F3","ea19_F4","ea19_F5","ea19_F6_rec","ea19_F7","ea19_F8","ea19_G1","ea19_G2","ea19_G3A","ea19_G3B","ea19_G3C","ea19_G4","ea19_G5A_rec","ea19_G6_1","ea19_G6_2","ea19_G6_3","ea19_G6_4","ea19_G5","ea19_H2","ea19_H4","ea19_I1","ea19_I8","ea19_J1","ea19_K3","ea19_H1_rec","ea19_H1A","ea19_H3","ea19_H4A_rec","ea19_H5","ea19_I9A","ea19_J2","ea19_J3","ea19_J7A","ea19_J7B","ea19_J7C","ea19_J7D","ea19_J7E","ea19_J11","ea19_J9","ea19_J10","ea19_J12","ea19_J13_rec","ea19_K1_rec","ea19_K2_rec","ea19_K4","ea19_K5A","ea19_K5B","ea19_K6","ea19_K6A_1","ea19_K6A_2","ea19_K6A_3","ea19_K6A_4","ea19_K6A_5","ea19_K6A_6","ea19_K6A_7","ea19_K6B","ea19_PANEL","POIDS_INIT","PDSPLT_INIT","cal_SEXE","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","POIDS_ea19","PDSPLT_ea19","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
679,1,10,1,1,6,2,6,5,3,6,6,66,1,6,1,1,66,1,6,6,6,1,4,2,6,1,6,66,4,1,6,6,51,5,66,6,6,6,66,6,6,66,6,666,1,1,1,1,1,2,2,6,66,1,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,1,7,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,1,3,2,1,2,1,2,1,2,1,1,1,66,2,2,1,2,2,2,1,2,5,3,1,1,2,5,1,5,16,2,1,3,4,3,5,3,2,1,1,2,2,5,5,4,2,2,1,1,2,2,2,2,2,1,1,1,0.77040211,0.77040211,1,4,4,1,2,0.593598288,0.6467456,2,120,0,0
903,1,11,1,1,6,2,6,3,1,3,1,1,1,6,1,6,66,6,6,6,6,3,9,9,2,6,6,66,66,6,6,6,20,2,1,6,1,6,4,6,6,9,3,6,1,1,1,1,1,1,2,6,66,1,5,3,5,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,10,1,13,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,5,1,2,3,1,1,2,2,3,1,2,1,1,4,66,2,2,2,1,2,2,1,3,7,3,2,2,1,5,1,5,14,1,3,4,4,2,4,2,2,1,2,2,2,6,9,3,2,3,2,6,6,6,6,6,6,6,6,1,0.572412057,0.572412057,1,4,4,3,5,0.214531923,0.259191321,5,111,6,4
176,2,9,1,1,6,2,6,4,1,1,2,6,1,6,1,2,3,1,6,6,6,4,10,5,6,2,3,6,66,5,1,6,54,5,1,6,1,6,5,6,6,7,2,6,4,4,3,2,6,6,2,6,66,1,5,4,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,4,1,10,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,1,2,2,2,2,2,3,1,2,2,66,1,2,2,2,2,3,1,2,7,2,5,2,1,4,1,3,9,2,3,3,5,2,4,2,2,1,1,2,2,5,7,2,1,1,2,6,6,6,6,6,6,6,6,1,0.470535719,0.470535719,2,3,3,4,8,0.559403726,0.799013893,8,111,9,7
398,2,10,1,1,6,2,6,6,3,6,6,66,1,6,1,2,1,2,6,6,6,5,11,2,6,1,1,66,6,10,6,6,32,3,66,6,6,6,66,6,6,66,6,666,2,2,1,1,2,2,2,6,66,1,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,8,1,11,1,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,3,2,2,3,2,1,2,2,2,3,3,1,2,2,4,1,2,2,2,1,2,1,3,5,2,2,2,1,4,1,4,10,2,3,3,2,3,3,3,2,1,1,2,2,7,7,5,2,1,1,2,1,2,2,2,2,2,2,1,0.294825446,0.294825446,2,4,4,4,8,0.322508245,0.414888545,8,111,6,5
735,2,9,1,1,6,2,6,4,1,1,2,5,1,6,1,1,66,1,6,6,6,5,11,1,6,1,6,66,6,8,6,6,32,3,1,6,1,6,9,1,6,10,4,2,4,4,3,2,6,6,1,6,66,1,6,3,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,8,1,12,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,3,2,2,1,3,2,2,1,3,2,1,1,4,2,2,1,2,1,1,1,2,2,6,2,1,1,2,6,6,5,12,2,3,3,4,2,4,2,2,1,2,2,2,5,4,4,1,2,2,6,6,6,6,6,6,6,6,1,0.483689451,0.483689451,2,4,4,4,6,0.667582825,0.943028928,6,111,9,7
768,1,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,4,10,4,6,6,6,66,88,11,6,6,36,3,6,2,2,6,4,6,1,8,3,4,3,2,1,1,2,1,1,6,66,1,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,1,12,1,1,1,2,2,1,2,6,6,6,6,6,6,6,6,6,4,3,8,3,2,4,2,2,3,2,4,2,3,1,66,2,2,2,1,2,1,1,2,7,2,2,2,1,5,1,5,9,2,3,4,5,3,4,2,2,1,2,2,2,7,8,2,1,1,2,6,6,6,6,6,6,6,6,1,1.613864442,1.613864442,1,5,5,3,5,0.554976692,0.575718958,5,111,9,7
722,2,12,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,3,9,5,6,6,6,6,66,5,1,6,54,5,6,2,2,6,5,6,1,4,1,4,3,2,1,1,2,1,1,6,66,1,3,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,6,1,10,1,2,1,2,1,1,2,6,6,6,6,6,6,6,6,6,4,1,2,4,2,3,2,1,3,3,2,2,2,1,66,2,2,1,2,2,2,1,3,7,1,2,2,1,4,1,3,12,2,3,4,4,2,4,2,2,1,2,2,2,1,4,2,2,4,2,6,6,6,6,6,6,6,6,1,2.911168399,2.911168399,2,5,5,3,5,0.883461537,0.98863664,5,111,5,4
732,2,13,1,9,6,2,6,5,3,6,6,66,6,2,2,6,66,6,6,6,1,2,7,5,6,6,6,4,66,6,3,6,46,4,66,6,6,6,66,6,6,66,6,666,1,1,1,1,2,1,1,6,66,1,5,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,8,1,9,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,3,2,1,2,1,2,2,3,3,1,1,66,2,2,1,2,2,2,1,3,5,2,2,2,1,4,1,4,9,2,3,4,5,3,4,3,2,1,2,2,2,1,1,6,1,1,2,6,6,6,6,6,6,6,6,1,0.684605458,0.684605458,2,6,6,2,2,0.218623847,0.186525817,2,111,6,4
494,1,8,1,1,6,2,6,4,1,1,2,99,1,6,1,1,66,1,6,6,6,5,11,5,6,1,6,5,66,1,4,6,36,3,1,6,1,6,1,6,6,11,5,4,4,5,4,1,3,4,2,6,66,1,5,5,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,10,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,1,2,3,1,1,1,1,1,2,2,2,1,1,66,2,1,2,2,2,2,1,3,5,2,4,1,2,5,1,5,16,2,3,4,5,3,4,2,2,1,2,2,2,8,6,6,1,1,2,6,6,6,6,6,6,6,6,1,0.447668995,0.447668995,1,3,3,4,6,0.760921452,1.106330214,6,112,6,0
744,2,11,1,9,6,2,6,4,1,1,2,6,1,6,1,2,3,2,6,6,6,1,5,1,6,2,3,66,88,9,6,6,51,5,1,6,1,6,5,6,6,1,1,6,4,4,1,2,6,6,2,6,66,1,4,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,10,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,2,3,2,3,2,1,2,2,2,2,2,1,66,1,2,2,2,2,1,1,3,4,2,3,1,2,6,1,5,16,2,3,2,4,2,3,3,2,1,1,2,2,5,3,6,1,1,1,1,2,2,2,2,2,2,1,1,0.957835668,0.957835668,2,4,4,1,6,1.047830343,1.707689362,6,400,0,0
895,1,9,3,3,2,2,6,77,1,1,2,4,77,6,7,6,66,6,6,6,6,3,8,66,6,6,6,66,66,66,6,6,666,666,1,6,1,6,6,6,6,8,3,5,4,5,4,2,6,6,3,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1,2,5,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,1,5,7,2,2,1,7,2,2,2,8,2,1,1,5,2,2,2,2,1,1,4,1,4,6,4,4,4,1,6,3,1,16,2,3,2,2,4,4,4,2,1,1,7,1,5,8,7,6,6,2,6,6,6,6,6,6,6,6,1,2.423871077,2.423871077,1,3,3,1,3,3.529158646,3.890243393,3,111,9,7
910,2,10,1,1,6,2,6,5,3,6,6,66,1,6,1,1,66,2,6,6,6,5,11,5,6,1,6,5,66,11,4,6,36,3,66,6,6,6,66,6,6,66,6,666,2,2,2,2,6,6,3,2,4,2,3,4,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,9,1,12,1,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,3,1,3,2,1,2,2,2,2,2,3,2,1,4,99,2,2,1,2,1,2,1,3,3,2,2,2,1,5,1,3,9,2,3,2,4,3,3,3,2,1,2,2,2,4,2,4,1,2,2,6,6,6,6,6,6,6,6,1,0.887232597,0.887232597,2,4,4,4,1,0.805159595,1.003282592,1,111,10,8
704,1,12,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,41,4,1,6,1,6,1,6,6,11,5,4,4,3,1,2,6,6,3,2,5,2,5,4,4,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,10,1,13,1,1,1,2,1,1,2,6,6,6,6,6,6,6,6,6,5,2,2,3,1,1,2,1,2,2,4,2,3,2,66,2,2,1,1,2,1,1,1,2,2,3,1,2,6,1,5,4,1,3,3,3,2,3,2,2,1,2,2,2,7,8,1,3,5,2,6,6,6,6,6,6,6,6,1,1.029296456,1.029296456,1,5,5,4,1,0.971173607,0.963234799,1,111,10,8
838,1,14,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,3,9,5,6,6,6,5,66,11,4,6,36,3,6,2,2,6,5,6,1,8,3,3,1,1,1,1,2,1,5,6,66,1,4,5,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,10,2,12,1,1,2,2,1,1,2,6,6,6,6,6,6,6,6,6,4,2,2,3,2,3,1,2,3,2,1,1,2,2,66,1,2,2,2,2,1,1,2,3,3,4,1,2,5,1,5,16,1,2,4,4,3,4,4,2,1,2,1,2,5,8,3,2,1,2,6,6,6,6,6,6,6,6,1,1.055304299,1.055304299,1,6,6,3,2,0.586896622,0.484193597,2,120,0,0
663,1,13,1,9,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,5,11,8,2,6,6,66,66,1,6,5,20,2,6,2,2,6,8,2,1,10,4,1,3,2,1,2,6,6,1,6,66,1,5,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,10,1,12,1,2,1,2,1,1,2,6,6,6,6,6,6,6,6,6,5,1,2,3,1,1,1,2,1,2,2,3,2,2,66,2,1,1,1,2,4,1,2,6,3,3,2,1,2,1,3,12,1,2,4,4,3,4,3,2,1,2,1,2,6,7,2,2,2,2,6,6,6,6,6,6,6,6,1,0.607974508,0.607974508,1,6,6,4,2,0.520064721,0.426529314,2,112,10,0
360,1,10,1,9,6,2,6,4,1,1,2,2,1,6,1,1,66,2,6,6,6,3,8,1,6,1,6,66,6,8,6,6,32,3,1,6,1,6,5,6,6,10,4,4,4,4,2,1,2,3,1,6,66,1,5,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,10,1,13,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,4,3,2,3,1,1,2,1,2,2,2,1,2,1,66,2,2,1,1,2,1,2,2,3,2,3,2,1,5,6,4,16,2,3,3,4,3,5,2,2,1,2,2,2,6,8,5,1,1,2,6,6,6,6,6,6,6,6,1,0.745528535,0.745528535,1,4,4,3,6,0.758057346,0.99856099,6,211,2,3
882,1,10,1,1,6,2,6,4,1,1,2,6,6,2,2,6,66,6,6,6,1,2,6,9,1,6,6,66,66,1,6,1,36,3,1,6,1,6,6,6,6,10,4,5,3,2,1,1,2,1,1,6,66,1,5,5,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,4,2,8,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,1,2,3,2,1,2,2,2,1,1,1,1,1,66,2,2,2,1,2,1,2,2,1,1,5,1,2,5,6,5,6,2,3,3,4,2,4,2,2,1,1,2,2,7,8,3,2,2,1,2,2,2,2,2,2,1,1,1,1.035607929,1.035607929,1,4,4,2,5,0.252545226,0.292508447,5,221,1,2
598,1,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,1,6,6,6,4,10,5,6,1,6,5,66,7,4,6,36,3,1,6,1,6,8,2,6,11,5,3,3,2,1,1,2,3,1,6,66,1,6,5,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,10,1,13,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,5,1,3,3,1,1,2,2,1,2,3,2,2,2,66,2,2,1,2,2,2,1,2,3,2,3,3,1,5,2,5,6,2,3,2,3,4,3,3,2,1,2,2,2,5,5,3,1,1,2,6,6,6,6,6,6,6,6,1,0.418338986,0.418338986,1,4,4,4,7,0.765968936,0.828541218,7,112,7,2
650,1,9,1,1,6,2,6,3,3,6,6,66,1,6,1,1,66,2,6,6,6,1,1,2,6,1,6,66,4,4,6,6,51,5,66,6,6,6,66,6,6,66,6,666,1,1,1,1,2,1,5,6,66,2,3,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,6,1,8,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,3,3,3,2,2,2,2,2,2,3,1,1,4,66,2,2,1,2,2,1,2,2,7,3,5,1,2,5,6,5,13,2,3,4,5,2,5,2,2,1,2,2,2,7,8,6,1,1,1,2,1,2,2,2,2,2,1,1,0.837678269,0.837678269,1,3,3,1,2,0.701470361,0.848571657,2,111,8,7
937,1,12,1,1,6,2,6,4,1,1,2,7,3,2,2,6,66,6,2,6,6,3,8,5,6,6,6,5,66,7,4,6,36,3,1,6,1,6,1,6,6,10,4,4,4,3,1,1,3,2,1,6,66,1,8,5,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,9,1,12,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,4,2,2,3,2,2,2,1,1,5,1,2,3,1,99,2,2,2,1,1,2,1,2,5,2,3,2,1,5,1,4,16,2,3,4,5,3,4,3,2,1,2,2,2,5,4,6,1,1,2,6,6,6,6,6,6,6,6,1,0.426258132,0.426258132,1,5,5,3,4,0.459398214,0.438131663,4,120,0,1
76,2,8,1,1,6,2,6,1,3,6,6,66,1,6,1,1,66,2,6,6,6,2,7,3,6,1,6,66,4,10,6,6,51,5,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,2,6,66,3,5,1,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,99,3,77,1,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,3,2,3,4,2,1,2,2,2,2,3,2,1,3,66,2,2,1,2,2,3,1,3,5,2,4,2,1,4,1,4,16,2,2,3,4,3,3,2,2,1,1,2,2,5,88,4,1,1,2,6,6,6,6,6,6,6,6,1,0.786117583,0.786117583,2,3,3,2,3,0.539104429,0.535834138,3,111,9,7
332,1,12,1,9,6,2,6,4,1,1,2,7,1,6,1,1,66,1,6,6,6,2,6,5,6,1,6,2,66,1,2,6,61,6,8,2,2,3,4,6,1,6,2,5,4,3,1,2,6,6,1,6,66,1,5,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,4,1,10,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,3,1,3,1,2,2,2,2,3,2,2,1,2,66,2,2,1,2,2,1,1,1,5,3,1,1,2,5,1,5,16,2,3,3,4,2,4,2,2,1,2,2,2,5,9,4,1,3,2,6,6,6,6,6,6,6,6,1,1.071609019,1.071609019,1,5,5,2,2,0.404340433,0.316179633,2,111,8,7
682,1,8,1,1,6,2,6,3,2,3,2,2,1,6,1,1,66,2,6,6,6,4,10,5,6,1,6,2,66,1,3,6,61,6,66,6,6,6,66,6,6,66,6,666,2,2,1,2,6,6,1,6,66,1,6,5,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,8,1,11,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,3,2,1,1,66,2,2,1,2,2,1,1,2,9,1,1,2,1,5,1,5,13,2,3,3,4,3,4,2,2,1,2,2,2,8,9,7,6,6,1,1,1,2,2,2,2,1,1,1,0.770269977,0.770269977,1,3,3,3,8,0.674644491,0.898579756,8,111,9,7
72,2,9,1,1,6,2,6,5,3,6,6,66,3,2,2,6,66,6,1,6,6,3,9,4,6,6,6,66,5,11,6,6,51,5,66,6,6,6,66,6,6,66,6,666,2,2,2,1,1,2,3,1,5,2,3,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,5,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,4,2,2,2,3,3,3,1,4,66,2,2,1,2,2,3,2,3,5,1,2,5,1,6,6,3,16,1,3,5,5,2,5,1,2,1,2,2,1,1,1,4,2,1,2,6,6,6,6,6,6,6,6,1,0.597405481,0.597405481,2,4,4,3,8,0.424870853,0.549811101,8,111,6,5
52,1,12,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,3,9,2,6,6,6,66,2,11,6,6,46,4,1,6,1,6,4,6,6,7,2,4,3,2,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,8,1,11,1,2,1,2,1,2,2,6,6,6,6,6,6,6,6,6,5,2,1,4,1,1,2,1,2,3,2,3,2,1,66,2,2,1,1,2,1,1,3,2,2,5,1,2,6,1,5,4,2,3,4,5,2,5,2,2,1,2,2,2,4,9,2,2,2,2,6,6,6,6,6,6,6,6,1,1.441470687,1.441470687,1,5,5,3,1,0.884248003,0.8822168,1,111,10,8
751,2,14,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,5,11,5,6,6,6,5,66,7,4,6,32,3,6,2,2,6,5,6,1,11,5,3,3,2,1,1,1,1,1,6,66,1,6,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,1,11,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,4,1,2,4,1,1,2,2,8,3,2,2,2,1,66,2,2,1,2,2,1,1,1,3,3,1,2,1,5,1,5,15,1,3,3,4,2,4,2,2,1,2,2,1,77,88,4,1,1,2,6,6,6,6,6,6,6,6,1,0.68034031,0.68034031,2,6,6,4,5,0.304556855,0.342683286,5,300,0,1
901,1,9,1,1,6,2,6,4,1,1,2,5,1,6,1,1,66,2,6,6,6,2,7,2,6,1,6,66,4,1,6,6,51,5,8,1,1,6,2,6,6,9,3,5,4,4,3,2,6,6,2,6,66,1,5,4,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,4,2,10,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,3,2,1,2,2,2,1,1,2,2,1,66,2,1,2,2,2,1,1,3,1,2,1,2,1,5,1,5,6,1,3,2,3,2,4,2,2,1,2,2,2,6,88,6,1,1,2,6,6,6,6,6,6,6,6,1,1.028300899,1.028300899,1,4,4,2,6,0.680328478,0.859135972,6,111,8,6
820,1,11,2,2,6,1,9,4,1,1,2,5,1,6,1,1,66,2,6,6,6,1,1,6,6,1,6,1,66,11,3,6,61,6,1,6,1,6,6,6,6,9,3,5,3,2,1,2,6,6,5,6,66,1,4,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,10,2,12,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,5,2,3,2,2,2,2,1,1,2,1,1,4,6,2,1,2,2,1,1,2,2,5,2,3,1,2,6,6,5,14,2,3,4,4,3,4,3,2,1,2,2,2,4,6,7,6,6,2,6,6,6,6,6,6,6,6,1,1.326138744,1.326138744,1,4,4,1,6,1.643903429,2.483595907,6,111,6,5
778,2,14,1,1,6,2,6,7,3,6,6,66,6,2,2,6,66,6,6,6,1,1,1,5,6,6,6,3,66,3,2,6,66,6,66,6,6,6,66,6,6,66,6,666,1,1,1,1,3,1,3,1,5,2,5,5,4,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,99,3,88,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,3,2,1,1,2,1,2,2,2,1,1,66,1,2,2,2,2,1,1,4,3,3,2,2,1,5,1,5,4,1,1,1,3,4,2,4,2,1,2,2,2,2,8,6,1,1,2,6,6,6,6,6,6,6,6,1,3.378090476,3.378090476,2,6,6,1,3,3.514365638,3.268708104,3,111,9,7
244,2,5,1,1,6,2,6,2,1,2,2,3,1,6,1,6,66,6,6,6,6,4,10,9,1,6,6,66,66,11,6,6,46,4,1,6,1,6,4,6,6,8,3,4,3,2,1,2,6,6,3,2,7,2,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,8,2,11,1,1,1,1,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,3,2,2,2,2,2,2,3,2,2,4,66,2,2,2,1,2,1,2,3,6,2,3,1,2,6,6,5,9,2,3,3,4,2,4,1,2,1,2,2,2,4,7,4,1,3,2,6,6,6,6,6,6,6,6,1,0.855565363,0.855565363,2,2,2,3,2,0.840459115,1.010815947,2,111,8,7
269,2,7,1,1,6,2,6,2,1,2,2,6,7,2,2,6,66,6,3,6,1,2,7,6,6,6,6,2,66,11,1,6,56,5,77,6,7,6,66,6,6,8,3,666,4,4,3,2,6,6,8,6,66,1,9,2,2,9,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,99,3,77,3,3,3,3,3,2,9,6,6,6,6,6,6,6,6,6,99,7,8,7,2,7,7,7,8,8,9,9,9,8,66,9,9,9,9,9,7,7,8,77,7,9,2,1,7,6,7,77,7,7,5,5,5,5,5,8,8,2,7,8,77,77,7,6,6,7,6,6,6,6,6,6,6,6,1,0.998383235,0.998383235,2,3,3,3,3,1.052257487,1.090959896,3,111,8,6
640,2,12,1,1,6,2,6,7,3,6,6,66,6,2,2,6,66,6,6,6,1,1,4,6,6,6,6,1,66,11,1,6,46,4,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,3,2,4,1,5,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,4,2,6,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,2,1,1,1,2,2,66,2,1,2,2,2,2,1,3,5,2,2,2,1,5,1,5,7,2,2,3,4,3,4,2,2,1,2,1,2,5,8,3,1,2,2,6,6,6,6,6,6,6,6,1,0.821120917,0.821120917,2,5,5,1,2,0.512294222,0.516988432,2,211,4,3
741,1,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,3,9,1,6,1,6,66,3,11,6,6,46,4,1,6,1,6,1,6,6,11,5,4,4,4,2,2,6,6,1,6,66,1,7,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,6,1,12,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,2,3,2,2,2,1,2,2,2,1,1,1,66,2,2,1,2,2,1,1,3,9,1,3,1,2,6,1,5,14,2,3,4,5,2,5,2,2,1,2,2,2,7,9,4,1,2,2,6,6,6,6,6,6,6,6,1,0.437029021,0.437029021,1,4,4,3,7,0.520241476,0.566074873,7,112,7,2
700,1,9,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,5,11,6,6,51,5,1,6,1,6,1,6,6,11,5,4,4,5,3,2,6,6,2,6,66,1,8,3,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,7,1,12,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,3,2,3,1,3,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,8,2,3,2,1,5,1,5,9,2,2,2,5,3,4,2,2,1,2,2,2,5,8,6,1,1,2,6,6,6,6,6,6,6,6,1,0.402513781,0.402513781,1,3,3,4,2,0.425256934,0.445894954,2,112,9,0
719,2,7,1,1,6,2,6,1,3,6,6,66,1,6,1,1,66,2,6,6,6,5,11,5,6,1,6,5,66,8,4,6,36,3,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,2,6,66,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,10,1,12,2,1,2,1,2,2,2,6,6,6,6,6,6,6,6,6,5,1,3,3,1,2,1,1,4,2,3,3,3,4,66,2,2,1,1,2,4,1,2,7,2,2,2,1,2,1,2,10,1,3,2,2,3,2,3,2,1,2,2,2,3,1,4,1,1,2,6,6,6,6,6,6,6,6,1,0.67098512,0.67098512,2,2,2,4,1,1.072463484,1.56840168,1,111,10,8
